complaint, summary
"While accelerating, the pedal is hard to push and makes a loud hissing noise. Dealer attempted to repair the problem four times without success.","Hard-to-push accelerator pedal, loud hissing noise."
"While driving at 45 mph on icy road, consumer lost control of the vehicle and collided head-on with an embankment. Airbags failed to deploy.","Lost control on icy road, airbags did not deploy."
"Vehicle was parked with sunroof open, and when trying to close the hatchback after loading swimming equipment, the glass shattered.","Shattered glass when closing sunroof hatchback."
"The consumer experienced gasoline fumes entering the vehicle after filling the tank, occurring intermittently. Manufacturer and dealer were contacted.","Gasoline fumes entering vehicle after filling tank, intermittent."
"While opening the rear window door, the left hinge (latch) broke and the window exploded, causing glass to scatter inside the vehicle.","Rear window hinge broke, window exploded."
"Consumer's wife felt the vehicle veering to the right. Dealership found a missing pinion bolt.","Vehicle veering right, missing pinion bolt."
"While driving at an undetermined speed, the right rear tire fell off the vehicle, prompting the consumer to pull off the road and call for a tow truck.","Right rear tire fell off while driving."
"The consumer's 2002 Explorer developed a squeak noise from the chassis supports, which worsened over time. Despite dealer attempts to fix it, the noise persisted.","Squeak noise from chassis supports, unsuccessfully repaired by dealer."
"Windshield wipers came on and went off intermittently in inclement weather, with the wiper staying in the up position while in operation. Dealer determined the motor needed to be replaced.","Windshield wipers malfunctioning, motor replacement needed."
"Consumer was responsible for repairing a customer's vehicle because the rear window shattered when opening the rear hatch. Upon closing the hatchback, the rear liftgate window exploded. Vehicle was not included in the recall for this issue.","Rear window shattered, liftgate window exploded."
"The throttle cable was sticking, causing the engine to idle high.","Sticking throttle cable, high engine idle."
"The auto-transmission exhibited delayed engagement into reverse and hard shifts at 25-30 mph, with slipping out of drive with no power to the wheels. Repairs estimated to exceed $2500.","Delayed engagement, hard shifts, slipping transmission, costly repairs."
"The rear axle seals at the gear case failed twice, causing axle fluid leakage. Dealer replaced seals but problem persisted.","Failed rear axle seals, fluid leakage, unsuccessful repairs."
"The accelerator cable housing was defective, causing the vehicle to not decelerate while traveling at about 70 mph. Dealer admitted to the defect.","Defective accelerator cable housing, failure to decelerate."
"The vehicle experienced transmission failure while driving, necessitating towing to the dealer.","Transmission failure while driving."
"A roaring noise was heard in the rear end of the vehicle, reported to the dealer who stated that Ford engineers were investigating.","Roaring noise from rear end, under investigation by Ford engineers."
"The ABS indicator light appeared on the dashboard intermittently over six months, with the anti-lock system ceasing to function.","ABS indicator light on intermittently, anti-lock system failure."
"The powertrain transmission needed replacement after the transfer case was replaced before warranty expiration. Cost estimated at $3350.","Transmission replacement needed after transfer case replacement, high cost."
"The consumer rear-ended another motorist, resulting in severe front-end damage and crushed interior panels. None of the frontal airbags deployed, and the consumer sustained injuries.","Rear-ended another vehicle, severe damage, airbags did not deploy, consumer injured."
"The tailgate window shattered without warning when attempting to close it. Dealer stated the hydraulic cylinder twisted away from the bracket.","Tailgate window shattered, hydraulic cylinder issue."
"The roof rack separated from the roof of the vehicle, posing a potential hazard to other motorists. The ABS light also illuminated intermittently.","Roof rack separation, ABS light illumination."
"The rear hatch window hinge separated from the body, causing the door to sag and lean outwards. Dealer replaced the hinges.","Rear hatch window hinge separated, door sagging."
"The vehicle stalled intermittently while driving at any speed. Cause of failure not identified by the dealer.","Intermittent stalling while driving, cause unknown."
"The front driver and passenger side seatbelts rubbed against the molding, potentially damaging both the seatbelts and the molding.","Seatbelts rubbing against molding, potential damage."
"A crack was found down the back hatch of the Explorer, steadily widening on a daily basis.","Crack in back hatch widening daily."
"A stress crack was found in the rear hatch, extending from the bottom of the glass to the bottom of the hatch. Dealer notified for repair.","Stress crack in rear hatch, dealer notified."
"The hinges on the back hatch window separated from the body, causing the window to be held on by one hinge only. Dealer replaced the hinges.","Hinges on back hatch window separated, held by one hinge."
"While driving at any speed, the vehicle intermittently stalled. Dealer could not identify the cause of failure.","Intermittent stalling at any speed, cause unknown."
"The transmission module failed while driving in heavy snow, dealer replaced the module sensor.","Transmission module failed during heavy snow, replaced by dealer."
"The rear lift gate hinge broke while opening, causing the door not to close properly. Re-evaluated for validity.","Rear lift gate hinge broke, door does not close properly."
"When towing in recommended mode, steering wheel locking mechanism randomly engaged, causing locked wheels.","Steering wheel locking mechanism engages randomly while towing, causing locked wheels."
"The hatchback lever intermittently failed to release, preventing the hatch from closing properly.","Intermittent failure of hatchback lever to release, hatch does not close properly."
"Cruise control accelerates after set button released, also accelerates when coast button pushed. Interim problem, almost rear-ended cars twice.","Cruise control accelerates after release of set button, intermittent problem."
"Multiple powertrain problems including transfer case shutter, rear end bearing, wheel bearing, constant 4x4, transmission going to neutral at stop signs.","Multiple powertrain problems: transfer case shutter, rear end bearing, wheel bearing, constant 4x4, transmission going to neutral."
"Vehicle accelerated unexpectedly while attempting to brake. Potential hazard, gas pedal too far from brake pedal.","Vehicle accelerated unexpectedly while braking, potential hazard."
"Vehicle experienced hard shifts, vibration when stopped, transmission slipping between 2nd and 3rd gear, overdrive off light flashing.","Vehicle experienced hard shifts, vibration when stopped, transmission slipping."
"Drive shaft worn out at 42000 miles, previous complaint during warranty period not verified, believes drive shaft defective.","Drive shaft worn out at 42000 miles, previous complaint not verified during warranty period."
"Vehicle stalled intermittently when stopping or slowing down, knocking sound from front left wheel, heat vents not working.","Vehicle stalls intermittently, knocking sound from front left wheel, heat vents not working."
"Glass exploded out of back window, injuries sustained. Ford replaced glass but could not guarantee safety, resulting in lease termination and legal action.","Back window glass exploded, injuries sustained, lease terminated."
"Multiple attempts to fix rear-end differential vibration, involving axle replacements and differential unit replacement. Lemon letter submitted to Ford.","Multiple attempts to fix rear-end differential vibration, involving axle replacements and differential unit replacement."
"Vehicle experiencing strain and banging sounds in 4x4 mode, hard to steer and shudders when cornering. Dealer unable to diagnose or repair under warranty.","Vehicle experiencing strain and banging sounds in 4x4 mode, hard to steer and shudders when cornering, dealer unable to diagnose."
"Rear hatch cracked, Ford agreed to repair under warranty by gluing the crack but refused to replace hatch.","Rear hatch cracked, repair attempted under warranty, consumer seeks replacement."
"Left signal wire insulation rubbed through on boat trailer, causing fuse to blow and potential fire hazard. Safety concern noted.","Left signal wire insulation rubbed through on boat trailer, causing fuse to blow, potential fire hazard."
"Rear seat belts failed without warning, both rear seat belts replaced.","Rear seat belts failed without warning, both replaced."
"Vehicle rolled backwards while parked, no warning.","Vehicle rolled backwards while parked, no warning."
"ABS warning light came on/off, premature ABS engagement, vibration in front end when braking. Repairs performed but problem persists.","ABS warning light on/off, premature ABS engagement, vibration when braking, repairs performed."
"Tires cupping, brakes making thumping noise, multiple repairs performed including engine replacement, alignment, battery wiring repair. Consumer seeks full refund.","Tires cupping, brakes thumping, multiple repairs performed, consumer seeks refund."
"Clutch malfunctioned, especially when shifting out of first gear. Repairs not covered by warranty, dealer provided poor customer service.","Clutch malfunctioned, repairs not covered by warranty, poor customer service from dealer."
"Continuous revving between 1st and 2nd gear, black smoke from tailpipe, transmission replaced but problem persisted. Front passenger wind noise unresolved.","Continuous revving between 1st and 2nd gear, black smoke from tailpipe, transmission replaced but problem persisted, unresolved wind noise."
"Transmission noise diagnosed as loose transmission shield, then torque converter, now first gear and forward clutches need replacement. Concerns about lemon status.","Transmission noise diagnosed as loose shield, then torque converter, now first gear and forward clutches need replacement, lemon status questioned."
"Driver side motor mount bolts found loose during oil change, manufacturer informed but no resolution.","Driver side motor mount bolts found loose, manufacturer informed."
"Steering wheel jerking hard left and right, power steering pump replaced with used part, consumer unhappy with use of used parts for recall.","Steering wheel jerking, power steering pump replaced with used part, consumer unhappy."
"Severe rust on seat components underneath driver's side.","Severe rust on seat components underneath driver's side."
"Chemical fumes entering passenger compartment, catalytic converter replaced but problem remains.","Chemical fumes entering passenger compartment, catalytic converter replaced, problem remains."
"ABS light intermittently illuminating, ABS engages prematurely. Multiple visits to dealership with no resolution.","ABS light intermittently illuminating, ABS engages prematurely, multiple visits to dealership."
"Airbag light staying on, manufacturer wants to charge for repair as vehicle out of warranty.","Airbag light staying on, manufacturer wants to charge for repair."
"Anti-lock brakes malfunctioned, ABS sensor light staying on. No resolution after multiple visits to dealership.","Anti-lock brakes malfunctioned, ABS sensor light staying on, multiple visits to dealership."
"Rear end had high pitch noise, mechanic replaced rear end, 4x4 locked into low gear, control switch replaced but 4x4 high light blinks.","High pitch noise from rear end, rear end replaced, 4x4 locked into low gear, control switch replaced but issue persists."
"Rollover incident resulted in stepson's death.","Rollover incident resulted in stepson's death."
"Mud, snow, dirt, debris, and exhaust fumes entering vehicle from under door, Ford investigating.","Mud, snow, dirt, debris, and exhaust fumes entering vehicle, Ford investigating."
"4x4 light flashing intermittently, failed during snowstorm, electronic shift module replaced.","4x4 light flashing, failed during snowstorm, electronic shift module replaced."
"Buzzing/humming sound from front end, short in steering column, electronic sensor meltdown.","Buzzing/humming sound from front end, short in steering column, electronic sensor meltdown."
"Stalling problem unresolved by dealer, right rear door locks malfunctioned.","Stalling problem unresolved, right rear door locks malfunctioned."
"Glass liftgate struts came undone, glass shattered, recall issued but VIN not eligible.","Glass liftgate struts came undone, glass shattered, recall not eligible."
"Transmission, rear axle, seatbelt problems, parking brake issue, rear hatch guide malfunction, loose trim, airbag light on.","Transmission, rear axle, seatbelt problems, parking brake issue, rear hatch guide malfunction, loose trim, airbag light on."
"Fuel indicator reads incorrectly after repair, problem persists.","Fuel indicator reads incorrectly, problem persists."
"Transmission slipping, jumping out of gear, multiple parts replaced, cause unclear.","Transmission slipping, jumping out of gear, multiple parts replaced, cause unclear."
"Tailgate hinge broke, glass shattered, manufacturer not concerned, repair cost $800.","Tailgate hinge broke, glass shattered, manufacturer not concerned, repair cost $800."
"Airbag light keeps coming on despite sensor replacement.","Airbag light keeps coming on, sensor replacement ineffective."
"Airbag problem persists despite sensor replacement.","Airbag problem persists, sensor replacement ineffective."
"Gear shift broke off, electric windows malfunctioned.","Gear shift broke off, electric windows malfunctioned."
"Accelerator stuck open, vehicle accelerated to 65 mph, difficulty stopping.","Accelerator stuck open, difficulty stopping."
"Rear window hinge broke, glass shattered, rear window opened unexpectedly, recall not applicable.","Rear window hinge broke, glass shattered, rear window opened unexpectedly, recall not applicable."
"Transmission replacement due to shaking, rattling, and steering difficulty, 4WD inoperative.","Transmission replacement due to shaking, rattling, and steering difficulty, 4WD inoperative."
"Fuel gauge malfunctioned, fuel sending unit replaced but problem persists.","Fuel gauge malfunctioned, fuel sending unit replaced but problem persists."
"Glass lift hatch opens while driving, rear door latch intermittent, dealer unable to find cause.","Glass lift hatch opens while driving, rear door latch intermittent, cause unclear."
"Tire blew out at 60 mph, loss of control, no airbag deployment, consumer injured.","Tire blew out, loss of control, no airbag deployment, consumer injured."
"Poor lighting system for night driving, visibility issues.","Poor lighting system for night driving, visibility issues."
"Windshield cracked while washing vehicle, should withstand water pressure.","Windshield cracked while washing, should withstand water pressure."
"Alternator caught fire without warning.","Alternator caught fire without warning."
"The contact owns a 2002 Ford Explorer Sport Trac. The contact stated that after parking the vehicle the following day it was discovered that the cruise control switch located on the steering wheel had overheated and melted. The cause of the failure was not yet determined. The manufacturer was notified of the failure and the contact was informed that the VIN was not included in NHTSA Campaign Number: 09V399000 (Vehicle Speed Control). The contact stated that the vehicle had experienced the failure listed in the recall. The local dealer was not contacted. The failure mileage was 120000.","Cruise control switch on steering wheel overheated and melted, cause not determined, manufacturer notified, not included in recall."
"My 2002 Ford Explorer Sport Trac stalls when going down the road. It's like you're taking your foot off the gas and back on it again except that isn't what I'm doing. Today it did that and then went dead while driving down the road. I took it to the Ford place but they said with no lights on it wouldn't do any good to hook it up to a machine. They said it could be anything from electronics fuel pump etc. My warranty runs out in about 4500 miles. This has been going on for about a year with the stalling out but this was the first time it actually went dead while driving down the road. I would estimate that over the past year that it has stalled at least 25 separate occasions but only 1 time so far did it go dead.","Vehicle stalls while driving, no lights on, Ford unable to diagnose, warranty running out."
"FORD 2002 EXPLORER. I had my one year old in a grocery cart popped open the hatch opened it and the glass shattered all over the cart with the bottom of the hatch swinging out toward the cart. Thankfully my child was not harmed. I went to Ford they said it was not covered under a recall and that it was not a safety issue. They said they had never seen anything like this and that it was my responsibility to fix.","Hatch glass shattered when opening, not covered by recall, Ford says not safety issue, responsibility to fix."
"While driving at an undetermined speed and during rain or snow vehicle hydroplaned. Consumer was able to keep control of the vehicle. Consumer indicated that Goodyear tires caused the vehicle to hydroplane. Consumer will contact the dealership about this issue. Goodyear size 255/70R/16 DOT number T301936GRF70M4MWS.","Vehicle hydroplaned in rain/snow, Goodyear tires blamed, consumer to contact dealership."
"When driving consumer noticed that the fuel gauge showed the wrong gas measurements.","Fuel gauge showing incorrect readings."
"My car was serviced in Jan'03 including front/rear brakes. I noticed the same day of the service a noise whenever you would apply the brakes. I took the truck back to the dealership several times only to have them estimate the problem to having them take car rides w/me to hear the noise only to date not being able to identify or diagnose the problem. It is now almost a year and a half later and my truck is still making the same noise. Harsh shifting of automatic transmission.","Noise from brakes after service, dealership unable to diagnose, harsh shifting of transmission."
"I opened only the window portion of my back hatch and noticed that one of the hydraulic arms was no longer attached to the glass so I began lowering it and the glass shattered in my hands. Consequent repairs are going to cost over $700 being as it is out of warranty though just over 2 years old.","Hydraulic arm detached, glass shattered, costly repairs."
"Liftgate glass applique cracked. I notified the Ford dealership and they told me that because my car was no longer covered under warranty Ford would not replace this item. I explained to them that this was a structural defect and that I did nothing to cause the plastic to crack. They were very unsympathetic to my needs. This is a two year-old car and I feel that if they do not fix this problem by back window will not be secure therefore causing yet another problem for me. The service manager told me that he has seen a number of Explorer's come in with the exact same defect. This crack has nothing to do with mileage or abuse to the car. I feel that Ford should replace and repair this defect at no charge to me and issue a recall on this model.","Cracked liftgate glass applique, Ford refuses warranty, structural defect."
"While driving 20 mph and coming into a turn consumer started to brake. The brakes grabbed severely and consumer lost control of the vehicle which collided with a guard rail on the right side and bounced to the left colliding with an embankment. Consumer struck her head on the left window and then driver's side air bag deployed. Consumer sustained head injuries from the glass and burns from the air bags. The police did arrived and consumer was cited.","Brakes grabbed severely, loss of control, collision with guard rail, airbag deployment, head injuries."
"While driving 65 and attempting to pass another vehicle consumer's vehicle failed to go into passing gear. Engine stalled and died. Dealer and manufacturer were not notified at this time. Vehicle was still at dealership.","Vehicle fails to go into passing gear, engine stalls and dies."
"My 2002 Ford Explorer Sport Trac stalls while driving or in idle, it happens at random times. When it stalls while driving it's very hard to turn the wheel, I almost hit parked cars every time it happens. I've taken it to the dealership twice and they've run tests on it both times but nothing has shown up, so they say they can't fix it. It's very frustrating and very dangerous. It's to the point where I'm afraid to drive it.","Vehicle stalls randomly while driving or idle, hard to turn wheel, dealership unable to fix, frustrating and dangerous."
"While driving between 5-25 mph the vehicle stalled without warning. This caused the vehicle to lose power and the brakes. The vehicle was towed to the dealership for inspection. The mechanic replaced the ignition switch, and the fuel pump. However, the vehicle continued to stall. The vehicle was taken back to the dealership and the mechanic replaced the battery and the alternator, but this did not remedy the problem. The vehicle was taken back to the dealership for further inspection. The mechanic informed the consumer that they could not duplicate the problem, and therefore could not remedy the problem.","Vehicle stalls at low speeds, dealership unable to diagnose or fix."
"Vehicle was parked and unoccupied. Vehicle rolled backwards, causing vehicle to crash into another vehicle. Please provide additional information.","Unoccupied vehicle rolled backwards, crashed into another vehicle."
"While driving 5 mph and turning left, the driver's side air bag inadvertently deployed. The dealer stated it was due to an electrical problem. Please provide additional information.","Driver's side airbag deployed inadvertently while turning left, attributed to electrical problem."
"While driving at any speed the engine check light will stay on. Dealer has been contacted. The mechanic has informed the consumer that there was nothing wrong with the vehicle. The vehicle was taken to another dealership, but no further assistance was provided. Please provide additional information.","Engine check light stays on at any speed, dealer unable to diagnose."
"While driving 30 mph and with no warning, the driver's side seat collapsed towards the rear. The consumer was able to maintain control of the vehicle and drove it to the dealer for inspection. The cause of the failure has not been determined. Please provide any additional information.","Driver's side seat collapsed towards rear while driving at 30 mph, cause not determined."
"While driving at any speed consumer heard a clunking noise coming from the rear of the vehicle. Dealer has been contacted. The consumer informed the mechanic that the noise only occurred when driving over bumps. Please provide additional information.","Clunking noise from rear of vehicle while driving over bumps, dealer contacted."
"While driving 70 mph and with no warning, the front driver's side tire blewout. The consumer managed to pull over and put on the spare tire. Please provide any additional information.","Front driver's side tire blew out while driving at 70 mph."
"While driving 55 mph and without warning, the vehicle stalled. The consumer was able to restart the vehicle. The vehicle was taken to the dealer, but the problem could not be duplicated. Please provide additional information.","Vehicle stalled while driving at 55 mph, dealer unable to duplicate problem."
"While driving and without warning, the vehicle stalled. Please provide additional information.","Vehicle stalled while driving, no warning."
"While driving, the vehicle stalled. Please provide additional information.","Vehicle stalled while driving."
"While driving 55 mph the vehicle began to hesitate and then stalled. The vehicle was taken to the dealer for inspection, but the cause of the problem could not be determined. Please provide any additional information.","Vehicle hesitated and stalled while driving at 55 mph, cause undetermined."
"While driving 55 mph, the vehicle stalled. The consumer was able to restart the vehicle, but the problem recurred. Please provide additional information.","Vehicle stalled while driving at 55 mph, problem recurred."
"While driving 40 mph the vehicle stalled and the air bag deployed without an impact. The vehicle was taken to the dealer for inspection, but the cause of the failure was not determined. Please provide additional information.","Vehicle stalled at 40 mph, airbag deployed without impact, cause not determined."
"The consumer's vehicle was involved in a frontal collision at 35 mph, but both frontal airbags failed to deploy, resulting in minor injuries to the driver. Vehicle towed to dealer for inspection.","Frontal collision at 35 mph, frontal airbags failed to deploy, minor driver injuries."
"The consumer opened the top part of the lift gate and heard a loud crash, resulting in catastrophic failure of the window glass, possibly due to intense weight of the lift gate. Incident occurred yesterday and has not been repaired yet.","Opening lift gate led to catastrophic failure of window glass, weight of lift gate may be a factor, incident not repaired yet."
"The rear liftgate glass exploded when the hydraulic cylinders failed, causing damage to the lower half of the body of the gate. Weather conditions were 'normal,' vehicle not parked in direct sunlight. Local Ford dealership acknowledged similar incidents.","Rear liftgate glass exploded due to hydraulic cylinder failure, dealership aware of similar incidents."
"The consumer was involved in an accident where the vehicle rolled over and the entire roof collapsed, indicating weakness in the vehicle's body.","Vehicle involved in rollover accident, roof collapsed, indicating body weakness."
"The rear window gate on the 2002 Ford Explorer shattered twice from the simple act of closing the window, causing glass to spray and hit surrounding cars. Ford Motor Company refused to acknowledge the problem, resulting in repair costs.","Rear window gate shattered twice while closing, Ford refused to acknowledge issue, repair costs incurred."
"Leased new '02 Explorer in March 2002, had multiple issues including a warped driveshaft, clunking noise in rear end, and transmission failure at 65k miles. Manufacturer and dealer denied responsibility.","Leased 2002 Explorer experienced warped driveshaft, rear end noise, transmission failure at 65k miles, manufacturer and dealer denied responsibility."
"The ABS warning light activated due to a faulty sensor, replaced three times within 10 months, indicating a pattern of faulty design.","ABS warning light activated due to faulty sensor replaced three times within 10 months, pattern of faulty design."
"BRAKES MALFUNCTIONED, requiring consumer to stand on them to stop the vehicle. Dealer found cut rotors and hot spots.","Brakes malfunctioned, requiring excessive pressure to stop, dealer found cut rotors and hot spots."
"Transmission issues on 2002 Ford Explorer, with vibration when shifting gears leading to transmission failure. Consumer feels manufacturer should cover cost of new transmission.","Transmission issues include vibration and eventual failure, consumer expects manufacturer to cover cost."
"The rear hatch window exploded without warning while the vehicle was parked, causing no injuries. Dealer was notified.","Rear hatch window exploded while parked, no injuries reported."
"Various issues with 2002 Ford Explorer including rear windshield washer inoperative, clicking noise from rear A/C, fuel gauge inoperative, power mirrors inoperative, and air conditioner not cooling properly.","Multiple issues including rear washer inoperative, A/C clicking noise, fuel gauge malfunction, power mirrors inoperative, and A/C not cooling properly."
"Consumer complained about liftgate problem, dealer applied glue on liftgate cable but further repairs required at consumer's expense. Liftgate brake came loose causing shock to come off.","Liftgate problem required glue application, further repairs needed at consumer's expense, liftgate brake failure caused shock to come off."
"Liftgate bracket cracked, causing glass to shatter. Vehicle not included in recall due to VIN.","Liftgate bracket cracked, glass shattered, vehicle not included in recall."
"Purchased Ford Explorer Sport Trac in December 2002, experienced issues including loud rubbing/grinding sound from front brakes, broken rear axle seal, leaking transfer case, and frequent stalling. Front tires cupping and front end vibrating at high speeds.","Issues include front brake noise, broken rear axle seal, leaking transfer case, stalling, cupping front tires, and vibrating front end."
"2002 Ford Explorer XLS has recurring ticking noise from front dash/engine area that cannot be repaired despite multiple attempts. Noise occurs intermittently and worsens on bumpy roads.","Recurring ticking noise from front dash/engine area persists despite multiple repair attempts, worsens on bumpy roads."
"ABS light illuminated due to faulty speed sensor, occurring twice at different mileage intervals.","ABS light illuminated due to faulty speed sensor, occurred twice at different mileage intervals."
"Rear axle seals leaking, dealership notified but problem not resolved.","Rear axle seals leaking, dealership did not resolve issue."
"Purchased new Ford Explorer in 2002, experienced issues including faulty sensor causing ABS warning light, requiring replacement three times in 10 months.","Faulty sensor caused ABS warning light, replaced three times in 10 months."
"Gas pedal separated from linkage due to broken cable, resulting in loss of acceleration. Gas pedal cable replaced.","Gas pedal separated from linkage due to broken cable, loss of acceleration, cable replaced."
"Paint bubbling and peeling from center instrument panel, loose driver seat, and malfunctioning A/C.","Issues include paint bubbling/peeling, loose driver seat, and malfunctioning A/C."
"Vehicle jerks and stalls out when pulling light or heavy loads, especially when shifting gears.","Vehicle jerks and stalls when pulling loads, especially when shifting gears."
"Check engine light illuminated due to faulty oxygen sensor, replaced at owner's expense.","Check engine light illuminated due to faulty oxygen sensor, owner paid for replacement."
"Vehicle experienced transmission problems including failure to engage in gear, transmission replaced at owner's expense.","Transmission problems include failure to engage in gear, owner paid for replacement."
"Front end of vehicle wobbles at speeds over 40 mph due to worn bushings, causing loss of steering control.","Worn bushings cause front end wobble at speeds over 40 mph, loss of steering control."
"Consumer noticed engine coolant leaking from under vehicle, dealer diagnosed and replaced radiator.","Engine coolant leaking, radiator replaced by dealer."
"Vehicle experienced rear differential failure, causing grinding noise and loss of power.","Rear differential failure caused grinding noise and power loss."
"Vehicle experiences excessive vibration when accelerating from a stop, dealer unable to diagnose or repair.","Excessive vibration during acceleration from stop, dealer unable to diagnose or repair."
"Owner reported transmission slipping when accelerating or decelerating, dealer unable to replicate issue.","Transmission slipping during acceleration or deceleration reported by owner, dealer unable to replicate."
"Experienced transmission failure at 65,000 miles, dealer diagnosed as normal wear and tear, requiring owner to replace at own expense.","Transmission failure at 65,000 miles diagnosed as normal wear and tear, owner paid for replacement."
"Consumer reported clunking noise in rear end, dealer unable to determine cause.","Clunking noise in rear end reported by consumer, cause undetermined by dealer."
"Front brake pads wore prematurely, requiring replacement at 10,000 miles, deemed normal wear and tear by dealer.","Front brake pads wore prematurely, replaced at 10,000 miles, deemed normal wear and tear by dealer."
"Consumer experienced grinding noise when braking, dealer diagnosed as warped rotors, requiring replacement.","Grinding noise when braking, diagnosed as warped rotors, requiring replacement."
"Check engine light illuminated due to faulty fuel cap, replaced by owner.","Check engine light illuminated due to faulty fuel cap, replaced by owner."
"Consumer experienced clunking noise from rear end, dealer replaced rear differential but problem persisted.","Clunking noise from rear end, rear differential replaced but problem persisted."
"Owner reported transmission slipping intermittently, dealer unable to diagnose or replicate issue.","Transmission slipping intermittently reported by owner, dealer unable to diagnose or replicate."
"Consumer reported power window failure, dealer replaced motor and regulator.","Power window failure reported, motor and regulator replaced by dealer."
"Check engine light illuminated due to faulty O2 sensor, replaced by owner.","Check engine light illuminated due to faulty O2 sensor, replaced by owner."
"Vehicle experienced transmission failure at 65,000 miles, dealer diagnosed as normal wear and tear.","Transmission failure at 65,000 miles diagnosed as normal wear and tear by dealer."
"Vehicle experienced transmission slipping during acceleration, dealer unable to diagnose or repair.","Transmission slipping during acceleration reported by consumer, dealer unable to diagnose or repair."
"Front brake pads wore prematurely, requiring replacement at 15,000 miles.","Front brake pads wore prematurely, replaced at 15,000 miles."
"Owner reported grinding noise when braking, dealer diagnosed as warped rotors, requiring replacement.","Grinding noise when braking, diagnosed as warped rotors, requiring replacement."
"Vehicle experienced clunking noise from rear end, dealer replaced rear differential but problem persisted.","Clunking noise from rear end, rear differential replaced but problem persisted."
"Transmission slipping intermittently, dealer unable to diagnose or replicate issue.","Transmission slipping intermittently, dealer unable to diagnose or replicate."
"The consumer reports a severe whining noise coming from the rear differential of their 2002 Ford Explorer with only 44,000 miles. Ford recommends replacing the entire differential but is unwilling to cover part of the cost. Internet research indicates this is a common problem with the 2002 Explorer.","Severe whining noise from rear differential, Ford recommends replacement but unwilling to cover cost, common problem with 2002 Explorer."
"The consumer's 2002 Ford Explorer XLT caught fire while driving to a holiday party, resulting in the vehicle being destroyed. There were no indications of any issues prior to the incident.","Vehicle caught fire while driving, destroyed, no prior indications of issues."
"No parts available for recall 04V442000 concerning liftgate glass, despite dealership awareness of the problem.","No parts available for liftgate glass recall despite dealership awareness."
"While driving out of a garage, the airbags deployed inadvertently on the consumer's vehicle, six months after the vehicle was serviced for the airbag light illuminating.","Airbags deployed inadvertently while driving out of garage, serviced six months prior for airbag light."
"The consumer experienced multiple instances of their 2002 Ford Explorer dying while driving, with technicians unable to provide a satisfactory explanation. Requested a refund but was unsuccessful.","Multiple instances of vehicle dying while driving, technicians unable to provide explanation, unsuccessful refund request."
"Consumer reports transmission problems including hard shifting, slow reverse, and a grinding noise when shifting into overdrive. Dealer notified.","Transmission problems include hard shifting, slow reverse, and grinding noise when shifting into overdrive, dealer notified."
"The consumer's vehicle experiences intermittent illumination of dash lights, sounding of door chime, and automatic door locks engaging while driving, despite multiple attempts to rectify the issue by various dealerships.","Intermittent illumination of dash lights, sounding of door chime, and automatic door locks engaging while driving, issue not resolved after multiple attempts."
"The consumer's 2002 Ford Explorer XLT with 40,000 miles experiences severe whining noise from the rear end, jerking and slapping when letting off the gas, and abnormal behavior in 4-wheel drive mode.","Severe whining noise from rear end, jerking and slapping when letting off gas, abnormal behavior in 4-wheel drive mode."
"No parts available for rear hatch recall 04V442000 due to defective cylinder, despite dealership acknowledgment of the problem.","No parts available for rear hatch recall due to defective cylinder, dealership aware of problem."
"The consumer's vehicle experienced a failure of the timing chain, discovered when the vehicle was taken to the dealer for repairs due to running like it was out of gas.","Timing chain failure discovered during repair for vehicle running like it was out of gas."
"Recall 04V442000 concerning rear liftgate glass unable to be performed due to unavailable parts, as reported by the consumer.","Recall for rear liftgate glass unable to be performed due to unavailable parts."
"The consumer's 2002 Ford Explorer experiences noisy and leaking rear differential, despite multiple repairs, with the noise recurring every 5-10k miles.","Noisy and leaking rear differential despite multiple repairs, noise recurs every 5-10k miles."
"Consumer's vehicle experiences transmission slipping and loss of 4-wheel drive capability at around 48,000 miles. Vehicle purchased used.","Transmission slipping and loss of 4-wheel drive reported at 48,000 miles, purchased used."
"Complete transmission failure without warning reported by the consumer.","Complete transmission failure without warning."
"The consumer reports significant noise (roaring) from the rear differential of their 2002 Ford Explorer between speeds of 50-70 mph. Dealer recommends replacing the ring and pinion at a cost of $1200.","Significant noise (roaring) from rear differential at speeds of 50-70 mph, dealer recommends ring and pinion replacement."
"Transmission failure in consumer's 2002 Ford Explorer due to timing chain guide failure, leading to replacement of transmission. Now experiencing transmission failure again despite replacement of timing chain and gear set.","Transmission failure due to timing chain guide failure, transmission replaced, now experiencing failure again."
"The consumer's vehicle experiences smoking and overheating of the rear left axle, followed by a whining noise in the rear axle at speeds of 50-55 mph, after the brake locked up and was replaced.","Smoking and overheating of rear left axle followed by whining noise in rear axle, brake locked up and replaced."
"The consumer's 2002 Ford Explorer experiences transmission problems including whining noise from the rear end, rough shifting between gears, and delays when shifting into reverse. Dealer recommends replacing solenoid and rear differential.","Transmission problems include whining noise, rough shifting, and delays when shifting, dealer recommends solenoid and rear differential replacement."
"Thumping noise from ABS reported by consumer during use.","Thumping noise from ABS reported during use."
"Constant transmission problems reported by consumer since purchase of vehicle, including shuttering, banging in gear, and delay in reverse. Despite multiple services, issue remains unresolved, with dealer recommending transmission replacement.","Constant transmission problems reported since purchase, issue remains unresolved despite multiple services, dealer recommends transmission replacement."
